reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,barcode,resolution,basecall_method
2000,SAMN05337069,2291,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
3000,SAMEA104137868,1864,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
3000,SAMEA4547351,1857,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,hac
3000,SAMEA698681,1856,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,hac
3000,SAMN05340870,1853,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
3000,SAMN05337069,1852,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
4000,SAMEA4547351,1563,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,hac
4000,SAMEA104137868,1560,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
4000,SAMEA1030714,1551,ST101,MSSA,PVL*,-,S,S,S,S,S,S,r,S,r,S,S,S,50,10k,hac
4000,SAMEA698681,1550,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,hac
4000,SAMN05337069,1548,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
5000,SAMEA1030714,1329,ST101,MSSA,PVL*,-,S,S,S,S,S,S,r,S,r,S,S,S,50,10k,hac
5000,SAMEA104137868,1328,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
5000,SAMN06328019,1328,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
5000,SAMEA4547351,1327,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,hac
5000,SAMEA698681,1319,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,hac
6000,SAMEA1030714,1180,ST101,MSSA,PVL*,-,S,S,S,S,S,S,r,S,r,S,S,S,50,10k,hac
6000,SAMN06328019,1168,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
6000,SAMEA104137868,1165,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
6000,SAMEA4547351,1165,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,r,S,S,S,50,10k,hac
6000,SAMN05340736,1164,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
7000,SAMEA1030714,1037,ST101,MSSA,PVL*,-,S,S,S,S,S,S,r,S,r,S,S,S,50,10k,hac
7000,SAMN06327632,1035,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
7000,SAMN05340736,1034,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
7000,SAMEA1463382,1032,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
7000,SAMEA4546895,1031,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
8000,SAMEA1030714,962,ST101,MSSA,PVL*,-,S,S,S,S,S,S,r,S,r,S,S,S,50,10k,hac
8000,SAMN05340736,962,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
8000,SAMEA1463382,961,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
8000,SAMEA103891559,956,ST101,MSSA,PVL*,-,R,S,S,S,S,S,R,R,S,S,R,S,50,10k,hac
8000,SAMEA1317276,955,ST101,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,50,10k,hac
1000,SAMEA1466910,3562,ST12,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,57,10k,hac
1000,SAMN05337019,3525,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
1000,SAMEA3181359,3522,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
1000,SAMEA2340031,3520,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
1000,SAMN05345348,3519,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
2000,SAMEA3181359,2969,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
2000,SAMN03289624,2967,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
2000,SAMN08815508,2967,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
2000,SAMEA3217847,2964,ST12,MSSA,PVL*,-,S,R,S,S,S,S,S,S,R,S,S,S,57,10k,hac
2000,SAMEA4547602,2964,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
3000,SAMN05345545,2537,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
3000,SAMEA104137072,2525,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
3000,SAMEA104152172,2525,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
3000,SAMEA4547602,2525,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
3000,SAMEA698662,2525,ST2878,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
4000,SAMN05345545,2213,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
4000,SAMEA104137072,2199,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
4000,SAMEA104152172,2199,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
4000,SAMN05340699,2198,ST2245,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,57,10k,hac
4000,SAMEA698662,2193,ST2878,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
5000,SAMN05345545,1942,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
5000,SAMEA698662,1937,ST2878,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
5000,SAMN05340699,1933,ST2245,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,57,10k,hac
5000,SAMEA104137072,1927,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
5000,SAMEA104152172,1927,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
6000,SAMN05336680,1739,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
6000,SAMN05345545,1734,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
6000,SAMEA104137072,1732,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
6000,SAMEA104152172,1732,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
6000,SAMEA1523341,1728,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
7000,SAMEA1523341,1569,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
7000,SAMN05336680,1568,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
7000,SAMEA104137072,1559,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
7000,SAMEA104152172,1559,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
7000,SAMEA2827157,1559,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
8000,SAMEA1523341,1439,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
8000,SAMEA3181359,1437,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
8000,SAMEA4547574,1436,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,57,10k,hac
8000,SAMEA4387479,1435,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,57,10k,hac
8000,SAMN05336680,1435,ST12,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,57,10k,hac
1000,SAMEA104317383,3617,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,S,S,R,R,R,S,58,10k,hac
1000,SAMEA104317382,3616,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,S,S,R,R,R,S,58,10k,hac
1000,SAMEA104325290,3615,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,58,10k,hac
1000,SAMEA89978668,3612,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
1000,SAMEA3401342,3596,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
2000,SAMEA90320668,3141,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
2000,SAMEA104325290,3131,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,58,10k,hac
2000,SAMEA3890604,3129,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
2000,SAMEA3401406,3126,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
2000,SAMEA3890834,3121,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
3000,SAMEA3890604,2717,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
3000,SAMEA90320668,2711,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
3000,SAMEA3890834,2705,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
3000,SAMEA104325290,2695,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,58,10k,hac
3000,SAMEA3890695,2695,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
4000,SAMEA90320668,2388,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
4000,SAMEA3890604,2370,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
4000,SAMEA104325290,2364,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,58,10k,hac
4000,SAMEA90380668,2362,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
4000,SAMEA3401422,2360,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
5000,SAMEA90320668,2133,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
5000,SAMEA3890837,2132,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
5000,SAMEA3890834,2125,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
5000,SAMEA3890784,2123,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
5000,SAMEA3890695,2122,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
6000,SAMEA90320668,1935,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
6000,SAMEA3890837,1934,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
6000,SAMEA90380668,1932,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
6000,SAMEA104325290,1931,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,58,10k,hac
6000,SAMEA3890695,1931,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
7000,SAMEA104325290,1769,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,58,10k,hac
7000,SAMEA3890834,1762,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
7000,SAMEA3890695,1761,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
7000,SAMEA90320668,1761,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
7000,SAMEA3890936,1760,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
8000,SAMEA104325290,1639,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,S,S,R,R,S,S,58,10k,hac
8000,SAMEA3890834,1636,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
8000,SAMEA90320668,1636,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
8000,SAMEA3890936,1633,ST45,MRSA,PVL-,Vc,S,S,R,S,R,S,R,S,R,R,S,S,58,10k,hac
8000,SAMEA3890552,1632,ST45,MRSA,PVL-,Vc,R,S,R,S,R,S,R,S,R,R,R,S,58,10k,hac
1000,SAMEA2827059,3558,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
1000,SAMEA3217858,3522,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
1000,SAMEA2445400,3519,ST72,MSSA,PVL*,-,S,S,S,S,S,S,R,S,R,S,S,S,65,10k,hac
1000,SAMEA3181012,3516,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
1000,SAMEA3139606,3513,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
2000,SAMEA3181220,3238,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
2000,SAMEA3283339,3231,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,hac
2000,SAMEA2384266,3217,ST72,MRSA,PVL*,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,R,65,10k,hac
2000,SAMEA3181074,3217,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
2000,SAMEA4547422,3215,ST72,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,65,10k,hac
3000,SAMEA3181220,2909,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
3000,SAMEA3181074,2891,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
3000,SAMN06640042,2886,ST72,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,65,10k,hac
3000,SAMEA2384266,2882,ST72,MRSA,PVL*,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,R,65,10k,hac
3000,SAMEA3283365,2880,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
4000,SAMEA3283365,2630,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
4000,SAMEA3181074,2628,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
4000,SAMEA3283339,2612,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,hac
4000,SAMEA3181220,2611,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
4000,SAMEA2445578,2608,ST72,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,65,10k,hac
5000,SAMEA3283339,2353,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,hac
5000,SAMEA3283365,2353,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
5000,SAMEA3181074,2351,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
5000,SAMEA3180910,2345,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
5000,SAMEA3181220,2341,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
6000,SAMEA3181168,2087,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,65,10k,hac
6000,SAMEA3181074,2084,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
6000,SAMEA3323042,2076,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
6000,SAMEA3217887,2075,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
6000,SAMEA3283339,2075,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,hac
7000,SAMEA3283339,1841,ST72,MSSA,PVL*,-,R,S,R,S,S,S,S,S,R,S,R,S,65,10k,hac
7000,SAMEA3181074,1839,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
7000,SAMEA3181168,1839,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,65,10k,hac
7000,SAMEA3283365,1837,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
7000,SAMEA3283463,1837,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
8000,SAMEA3283365,1657,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
8000,SAMEA3323042,1654,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
8000,SAMEA3181074,1653,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
8000,SAMEA3283463,1652,ST72,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,65,10k,hac
8000,SAMEA3181168,1649,ST72,MSSA,PVL*,-,S,S,S,S,R,S,S,S,R,S,R,S,65,10k,hac
1000,SAMN07460115,3386,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
1000,SAMEA2340525,3369,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,R,66,10k,hac
1000,SAMN07460118,3363,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
1000,SAMEA1466459,3355,ST5,MRSA,PVL*,SCCmec-IV,S,R,S,S,S,S,S,R,R,R,S,S,66,10k,hac
1000,SAMEA4387455,3349,ST5,MSSA,PVL*,-,R,S,S,S,S,S,S,S,S,S,R,S,66,10k,hac
2000,SAMN07460115,3300,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
2000,SAMN07460120,3289,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
2000,SAMN07460121,3282,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
2000,SAMN07460125,3268,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
2000,SAMN07460110,3259,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
3000,SAMN07460115,2979,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
3000,SAMN07460120,2953,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
3000,SAMN07460121,2946,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
3000,SAMN07460119,2945,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
3000,SAMN07460110,2933,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
4000,SAMN07460115,2638,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
4000,SAMN07460120,2609,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
4000,SAMEA4469743,2599,ST4682,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
4000,SAMN07460121,2593,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
4000,SAMN07460119,2591,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
5000,SAMN07460115,2399,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
5000,SAMN07460120,2391,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
5000,SAMN07460121,2383,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
5000,SAMN07460110,2360,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
5000,SAMN07460124,2354,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
6000,SAMN07460120,2219,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
6000,SAMN07460115,2217,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
6000,SAMN07460121,2214,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
6000,SAMN07460110,2192,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
6000,SAMN07460124,2182,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
7000,SAMN07460120,2046,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
7000,SAMN07460121,2040,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
7000,SAMN07460115,2038,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
7000,SAMEA3717850,2018,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,66,10k,hac
7000,SAMEA4469743,2015,ST4682,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
8000,SAMN07460120,1898,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
8000,SAMN07460121,1895,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
8000,SAMN07460115,1892,ST5,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
8000,SAMEA3717850,1880,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,66,10k,hac
8000,SAMN07460110,1872,ST5,MRSA,PVL+,SCCmec-II,S,S,S,S,S,S,S,R,R,R,S,S,66,10k,hac
1000,SAMEA104188233,3593,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,hac
1000,SAMEA3923911,3586,ST125,MRSA,PVL*,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,R,S,73,10k,hac
1000,SAMEA70231168,3586,ST105,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,R,73,10k,hac
1000,SAMEA70312918,3585,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,73,10k,hac
1000,SAMEA3929427,3582,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
2000,SAMEA2710319,2903,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,73,10k,hac
2000,SAMEA2744141,2894,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,hac
2000,SAMN06847498,2890,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,hac
2000,SAMEA1464639,2887,ST5,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,73,10k,hac
2000,SAMEA2041827,2886,ST5,MRSA,PVL*,SCCmec-V,S,S,S,S,S,S,S,S,R,R,S,S,73,10k,hac
3000,SAMEA2710319,2336,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,73,10k,hac
3000,SAMEA3719246,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
3000,SAMEA3929427,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
3000,SAMEA2041827,2327,ST5,MRSA,PVL*,SCCmec-V,S,S,S,S,S,S,S,S,R,R,S,S,73,10k,hac
3000,SAMEA2743789,2327,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,hac
3000,SAMEA2710319,2336,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,73,10k,hac
3000,SAMEA3719246,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
3000,SAMEA3929427,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
3000,SAMEA2041827,2327,ST5,MRSA,PVL*,SCCmec-V,S,S,S,S,S,S,S,S,R,R,S,S,73,10k,hac
3000,SAMEA2743789,2327,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,73,10k,hac
3000,SAMEA2710319,2336,ST228,MRSA,PVL*,SCCmec-I,R,S,R,S,S,S,R,S,R,R,R,S,73,10k,hac
3000,SAMEA3719246,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
3000,SAMEA3929427,2328,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,73,10k,hac
