Isolate.me,Part_of_test,MLST.CC,pubmlst_id,CC_filled,n_unknown,prop_unknown,has_disagreement,Barcode,PVL,MRSA,Estimated_coverage,minSNPs_predicted_27SNPs_2kReads,minSNPs_predicted_27SNPs_2kReads_is_single_correct
ERR715383,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715384,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR715385,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715386,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715387,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR715388,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715389,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715390,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715391,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715392,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR715393,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715394,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715395,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR715396,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715397,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715398,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715399,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715400,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715401,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR715402,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715403,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR715404,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715405,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715406,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715407,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715408,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715409,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715410,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715411,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715412,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715413,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715414,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715415,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715416,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715417,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715418,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715419,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715420,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715421,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715422,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715423,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715424,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715425,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715426,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR715427,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715428,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715429,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715430,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715431,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715432,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715433,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715434,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715435,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715436,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715437,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715438,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR715439,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR715440,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715441,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715442,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715443,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715444,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715445,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR715447,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR730951,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR730952,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR730953,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR730954,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR730955,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR730956,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR730957,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR730958,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR730959,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR736942,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736943,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736944,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR736945,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR736946,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736947,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736948,FALSE,CC6,,CC6,0,0,FALSE,,,,,,
ERR736949,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736950,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736951,FALSE,CC80,,CC80,0,0,FALSE,,,,,,
ERR736952,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736953,FALSE,CC361,,CC361,0,0,FALSE,,,,,,
ERR736954,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736955,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736956,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736957,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736958,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR736959,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736960,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736961,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736962,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736963,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR736964,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR736965,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR736966,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR736967,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR736968,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736969,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736970,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736971,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736972,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR736973,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736974,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736975,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR736976,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736977,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736978,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR736979,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR736980,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736981,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736982,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736983,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736984,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736985,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR736986,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736987,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736988,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736989,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736990,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736991,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736992,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736993,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736994,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR736995,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736996,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736997,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736998,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR736999,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737000,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737001,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737002,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737003,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737004,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR737005,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737006,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737007,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737008,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737009,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737010,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737011,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737012,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737013,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737014,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737015,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737016,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737017,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737018,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737019,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737020,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737021,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR737022,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR737023,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737024,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737025,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737026,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737027,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737028,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737029,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737030,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737031,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737032,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737033,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737034,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737035,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737036,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737037,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737038,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737039,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737040,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737041,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737042,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR737043,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737044,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737045,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737046,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737047,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737048,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR737049,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737050,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737051,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737052,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737053,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737054,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737055,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737056,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737057,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737058,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737059,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737060,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737061,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737062,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737063,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737064,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737065,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737066,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737067,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737068,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737069,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737070,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737071,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737072,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737073,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR737074,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737075,FALSE,CC97,,CC97,0,0,FALSE,,,,,,
ERR737076,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR737077,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737078,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737079,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737080,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737081,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737082,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR737083,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737084,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737085,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR737086,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737087,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737088,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737089,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737090,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737091,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737092,FALSE,CC772/CC834,,CC772/CC834,0,0,FALSE,,,,,,
ERR737093,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737094,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737095,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737096,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR737097,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737098,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737099,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737100,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737101,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737102,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737103,FALSE,CC425,,CC425,0,0,FALSE,,,,,,
ERR737104,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737105,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR737106,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737107,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737108,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737109,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737110,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737111,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737112,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737113,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737114,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737115,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737116,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR737117,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737118,FALSE,CC15,,CC15,0,0,FALSE,,,,,,
ERR737119,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737120,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737121,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR737122,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737123,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737124,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737125,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737126,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR737127,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737128,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR737129,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737130,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737131,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737132,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737133,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737134,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737135,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR737136,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737137,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR737138,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737139,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737140,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737141,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737142,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737143,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737144,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737145,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737146,FALSE,CC6,,CC6,0,0,FALSE,,,,,,
ERR737147,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR737148,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR737149,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737150,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737151,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737152,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737153,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR737154,FALSE,CC72,,CC72,0,0,FALSE,,,,,,
ERR737155,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR737156,FALSE,CC80,,CC80,0,0,FALSE,,,,,,
ERR737157,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737158,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR737159,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737160,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737161,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737162,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737163,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737164,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR737165,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737166,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737167,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737168,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737169,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737170,FALSE,CC80,,CC80,0,0,FALSE,,,,,,
ERR737171,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737172,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737173,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737174,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737175,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR737176,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR737177,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737178,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737179,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737180,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737181,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737182,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737183,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR737184,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR737185,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737186,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737187,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737188,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737189,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737190,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737191,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR737192,FALSE,CC72,,CC72,0,0,FALSE,,,,,,
ERR737193,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737194,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR737195,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737196,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737197,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737198,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737199,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737200,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737201,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737202,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737203,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737204,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737205,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737206,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737207,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737208,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737209,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737210,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737211,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737212,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR737213,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR737214,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737215,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737216,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737217,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737218,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737219,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR737220,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737221,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR737222,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR737223,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737224,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737225,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR737226,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737227,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737228,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737229,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737230,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737231,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737232,FALSE,CC130,,CC130,0,0,FALSE,,,,,,
ERR737233,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737234,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737235,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR737236,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737237,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR737238,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737239,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR737240,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR737241,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737242,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737243,FALSE,CC8,,CC8,0,0,FALSE,,,,,,
ERR737244,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737245,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737246,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737247,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737248,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737249,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737250,FALSE,CC5,,CC5,0,0,FALSE,,,,,,
ERR737251,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR737252,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR737253,FALSE,CC30,,CC30,0,0,FALSE,,,,,,
ERR737254,FALSE,CC59,,CC59,0,0,FALSE,,,,,,
ERR737255,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737256,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737257,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
ERR737258,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737259,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737260,FALSE,CC45,,CC45,0,0,FALSE,,,,,,
ERR737261,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737262,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737263,FALSE,CC22,,CC22,0,0,FALSE,,,,,,
ERR737264,FALSE,CC1,,CC1,0,0,FALSE,,,,,,
