pubmlst_id,n_reads,st,coverage,arcC,aroE,glpF,gmk,pta,tpi,yqiL
38764,3000,7870,98.49,902*,5*,6,2,7*,7,5*
38764,4000,7870,99.16,902*,5*,6,2,7*,7,5
38764,5000,7870,100.00,902,5,6,2,7,7,5
38764,6000,7870,100.00,902,5,6,2,7,7,5
38764,7000,7870,100.00,902,5,6,2,7,7,5
38764,8000,7870,100.00,902,5,6,2,7,7,5
38765,1000,ND,74.94,612*,13*,293*,1*,984*,11*,13*
38765,2000,7871,98.39,612,13*,1*,1,12*,11*,13*
38765,3000,7871,99.29,612,13*,1,1,12,11,13*
38765,4000,7871,99.94,612,13*,1,1,12,11,13
38765,5000,7871,100.00,612,13,1,1,12,11,13
38765,6000,7871,100.00,612,13,1,1,12,11,13
38765,7000,7871,100.00,612,13,1,1,12,11,13
38765,8000,7871,100.00,612,13,1,1,12,11,13
38766,1000,ND,68.47,13*,13*,636*,585*,620*,29*,151*
38766,2000,5229,89.57,13,13*,1*,1,12*,581*,13*
38766,3000,15,96.97,13,13,1*,1,12,11*,13*
38766,4000,15,99.00,13,13,1,1,12,11*,13*
38766,5000,15,99.81,13,13,1,1,12,11*,13*
38766,6000,15,99.87,13,13,1,1,12,11*,13
38766,7000,15,99.94,13,13,1,1,12,11*,13
38766,8000,15,99.97,13,13,1,1,12,11*,13
38767,1000,ND,80.10,147*,1*,1*,343*,428*,5*,3*
38767,2000,ND,94.78,3*,1*,1*,1*,683*,760*,3*
38767,3000,ND,97.49,3*,1,1,1,683*,5*,3*
38767,4000,97,99.74,3*,1,1,1,1*,5*,3*
38767,5000,97,99.84,3*,1,1,1,1*,5,3*
38767,6000,97,99.97,3,1,1,1,1,5,3*
38767,7000,97,100.00,3,1,1,1,1,5,3
38767,8000,97,100.00,3,1,1,1,1,5,3
38768,1000,ND,42.08,100*,207*,"","",12*,688*,689*
38768,2000,ND,94.17,152*,4*,625*,4*,12*,1,10
38768,3000,ND,96.88,279*,4,625*,4*,12*,1,10
38768,4000,4066,99.71,1,4,65*,4,12*,1,10
38768,5000,5,100.00,1,4,1,4,12,1,10
38768,6000,5,100.00,1,4,1,4,12,1,10
38768,7000,5,100.00,1,4,1,4,12,1,10
38768,8000,5,100.00,1,4,1,4,12,1,10
38769,1000,ND,46.08,655*,880*,744*,563*,187*,170*,625*
38769,2000,ND,72.23,655*,880*,1*,53*,587*,349*,13*
38769,3000,ND,97.49,606*,13,1*,1,848*,10*,13*
38769,4000,582,99.65,13,13,1,1,12*,10,13
38769,5000,582,100.00,13,13,1,1,12,10,13
38769,6000,582,100.00,13,13,1,1,12,10,13
38769,7000,582,100.00,13,13,1,1,12,10,13
38769,8000,582,100.00,13,13,1,1,12,10,13
38770,1000,ND,70.43,362*,150*,746*,2*,393*,3*,874*
38770,2000,ND,90.86,2*,2*,702*,356*,6*,3*,111*
38770,3000,ND,97.04,2*,2,702*,356*,6*,3,983*
38770,4000,ND,98.33,2,2,702*,2*,6*,3,2
38770,5000,30,99.74,2,2,2,2*,6*,3,2
38770,6000,30,99.94,2,2,2,2*,6,3,2
38770,7000,30,99.94,2,2,2,2*,6,3,2
38770,8000,30,99.94,2,2,2,2*,6,3,2
38771,1000,ND,62.84,932*,3*,68*,79*,881*,93*,3*
38771,2000,ND,87.42,932*,3*,30*,604*,4*,93*,3*
38771,3000,8121,99.10,932*,3,1*,1*,4*,4*,3*
38771,4000,8121,99.58,932*,3,1*,1,4*,4*,3
38771,5000,8121,99.97,932,3,1,1,4*,4,3
38771,6000,8121,100.00,932,3,1,1,4,4,3
38771,7000,8121,100.00,932,3,1,1,4,4,3
38771,8000,8121,100.00,932,3,1,1,4,4,3
38772,1000,ND,55.70,132*,113*,2*,2,2*,2*,429*
38772,2000,ND,87.57,2*,1191*,2*,2,2*,2*,767*
38772,3000,ND,93.79,2*,17*,2*,2,2*,2,2*
38772,4000,39,98.10,2,2*,2,2,2*,2,2*
38772,5000,39,98.68,2,2*,2,2,2*,2,2
38772,6000,39,100.00,2,2,2,2,2,2,2
38772,7000,39,100.00,2,2,2,2,2,2,2
38772,8000,39,100.00,2,2,2,2,2,2,2
38773,1000,ND,85.53,1*,601*,894*,8*,4*,878*,183*
38773,2000,ND,97.10,1*,4,818*,8*,4*,892*,3*
38773,3000,8122,99.23,1*,4,1*,8,4*,892*,3*
38773,4000,8122,99.77,1,4,1,8,4,892*,3*
38773,5000,8122,99.81,1,4,1,8,4,892*,3
38773,6000,8122,100.00,1,4,1,8,4,892,3
38773,7000,8122,100.00,1,4,1,8,4,892,3
38773,8000,8122,100.00,1,4,1,8,4,892,3
38774,1000,ND,67.77,302*,5*,6*,67*,240*,14*,23*
38774,2000,121,93.63,6*,5,6*,2*,7*,14,5*
38774,3000,121,98.13,6,5,6*,2*,7*,14,5
38774,4000,121,98.68,6,5,6,2*,7*,14,5
38774,5000,121,100.00,6,5,6,2,7,14,5
38774,6000,121,100.00,6,5,6,2,7,14,5
38774,7000,121,100.00,6,5,6,2,7,14,5
38774,8000,121,100.00,6,5,6,2,7,14,5
38775,1000,ND,53.73,3*,210*,19*,243*,512*,352*,569*
38775,2000,ND,86.25,3*,35*,19*,243*,512*,718*,39*
38775,3000,ND,95.16,3*,35,19*,2*,512*,352*,39*
38775,4000,4241,98.90,3*,35,19*,2,512*,26*,39*
38775,5000,398,99.87,3*,35,19,2,20,26,39
38775,6000,398,100.00,3,35,19,2,20,26,39
38775,7000,398,100.00,3,35,19,2,20,26,39
38775,8000,398,100.00,3,35,19,2,20,26,39
38776,1000,ND,74.11,438*,145*,808*,329*,331*,1*,4*
38776,2000,ND,88.60,438*,145*,1*,15*,12*,1*,10*
38776,3000,ND,91.05,438*,145*,1,15*,12,1*,10*
38776,4000,ND,98.52,386*,145*,1,4,12,1,10*
38776,5000,840,99.90,1,145,1,4,12,1,10*
38776,6000,840,100.00,1,145,1,4,12,1,10
38776,7000,840,100.00,1,145,1,4,12,1,10
38776,8000,840,100.00,1,145,1,4,12,1,10
38777,1000,ND,75.31,13*,13*,971*,1*,140*,34*,13*
38777,2000,ND,92.37,13*,13*,489*,1*,408*,11*,13*
38777,3000,15,96.78,13*,13*,1*,1,12*,11,13*
38777,4000,15,99.48,13*,13*,1,1,12*,11,13*
38777,5000,15,99.94,13,13,1,1,12*,11,13
38777,6000,15,99.94,13,13,1,1,12*,11,13
38777,7000,15,99.94,13,13,1,1,12*,11,13
38777,8000,15,100.00,13,13,1,1,12,11,13
38778,1000,ND,87.90,606*,13*,1*,135*,12*,522*,13*
38778,2000,ND,93.56,180*,13*,1*,135*,12*,11*,13*
38778,3000,15,98.42,13*,13*,1*,1*,12*,11*,13*
38778,4000,15,99.84,13,13*,1,1*,12*,11,13*
38778,5000,15,99.97,13,13*,1,1,12,11,13
38778,6000,15,100.00,13,13,1,1,12,11,13
38778,7000,15,100.00,13,13,1,1,12,11,13
38778,8000,15,100.00,13,13,1,1,12,11,13
38779,1000,ND,74.98,541*,719*,208*,1*,572*,10*,3*
38779,2000,6275,97.01,543*,3*,1*,1*,4*,4,3*
38779,3000,ND,99.39,583*,3*,1*,1*,4*,4,3
38779,4000,ND,99.77,583,3*,1*,1*,4*,4,3
38779,5000,8,99.90,3,3*,1,1*,4,4,3
38779,6000,8,99.97,3,3,1,1*,4,4,3
38779,7000,8,99.97,3,3,1,1*,4,4,3
38779,8000,8,99.97,3,3,1,1*,4,4,3
38780,1000,ND,49.08,726*,976*,183*,515*,225*,99*,13*
38780,2000,ND,92.79,13*,13*,1*,565*,12,245*,13*
38780,3000,15,99.07,13*,13*,1,1,12,11*,13
38780,4000,15,99.71,13,13,1,1,12,11*,13
38780,5000,15,99.84,13,13,1,1,12,11*,13
38780,6000,15,99.84,13,13,1,1,12,11*,13
38780,7000,15,100.00,13,13,1,1,12,11,13
38780,8000,15,100.00,13,13,1,1,12,11,13
38781,1000,ND,68.93,697*,296*,945*,269*,737*,153*,39*
38781,2000,ND,89.68,697*,35*,945*,589*,177*,26*,39*
38781,3000,7872,98.23,697*,35,19*,2*,20*,26*,39
38781,4000,ND,99.42,697*,35,19*,2*,20*,392*,39
38781,5000,ND,99.97,697,35,19,2,20,392*,39
38781,6000,7872,100.00,697,35,19,2,20,26,39
38781,7000,7872,100.00,697,35,19,2,20,26,39
38781,8000,7872,100.00,697,35,19,2,20,26,39
38782,1000,ND,71.27,640*,328*,14*,"",385*,43*,395*
38782,2000,106,96.88,3*,1*,14,15*,11*,43,3*
38782,3000,106,98.42,3*,1,14,15*,11*,43,3*
38782,4000,106,99.61,3,1,14,15*,11*,43,3
38782,5000,106,100.00,3,1,14,15,11,43,3
38782,6000,106,100.00,3,1,14,15,11,43,3
38782,7000,106,100.00,3,1,14,15,11,43,3
38782,8000,106,100.00,3,1,14,15,11,43,3
38783,1000,ND,78.63,543*,3*,313*,123*,4*,262*,316*
38783,2000,ND,97.75,3,3,313*,1*,4,4*,3*
38783,3000,8,98.87,3,3,1*,1*,4,4*,3*
38783,4000,8,99.42,3,3,1*,1*,4,4*,3
38783,5000,8,99.74,3,3,1*,1,4,4,3
38783,6000,8,100.00,3,3,1,1,4,4,3
38783,7000,8,100.00,3,3,1,1,4,4,3
38783,8000,8,100.00,3,3,1,1,4,4,3
38784,1000,ND,88.15,3*,961*,27*,1*,885*,243*,3*
38784,2000,ND,93.75,3*,961*,27*,1,519*,243*,3*
38784,3000,2176,99.90,3,3*,1*,1,4,243,3
38784,4000,8,99.97,3,3*,1,1,4,4,3
38784,5000,8,99.97,3,3*,1,1,4,4,3
38784,6000,8,99.97,3,3*,1,1,4,4,3
38784,7000,8,100.00,3,3,1,1,4,4,3
38784,8000,8,100.00,3,3,1,1,4,4,3
38785,1000,ND,61.17,19*,457*,15*,508*,41*,347*,15*
38785,2000,ND,96.62,19*,23*,15*,26*,41*,20*,15*
38785,3000,ND,98.55,19,23,15*,26*,41*,20*,15*
38785,4000,87,99.90,19,23,15*,2,41*,20,15*
38785,5000,87,99.94,19,23,15*,2,41*,20,15
38785,6000,87,100.00,19,23,15,2,41,20,15
38785,7000,87,100.00,19,23,15,2,41,20,15
38785,8000,87,100.00,19,23,15,2,41,20,15
38786,1000,ND,56.69,19*,458*,168*,281*,25*,500*,42*
38786,2000,ND,91.79,19*,23*,15*,2*,41*,20*,42*
38786,3000,87,98.52,19*,23*,15*,2,41*,20,15*
38786,4000,87,99.77,19,23,15,2,41*,20,15*
38786,5000,87,100.00,19,23,15,2,41,20,15
38786,6000,87,100.00,19,23,15,2,41,20,15
38786,7000,87,100.00,19,23,15,2,41,20,15
38786,8000,87,100.00,19,23,15,2,41,20,15
38787,1000,ND,71.38,19*,23*,827*,346*,41*,20*,1069*
38787,2000,ND,86.67,19*,23*,827*,346*,41*,20,15*
38787,3000,ND,94.11,19*,23*,827*,346*,41*,20,15*
38787,4000,87,98.16,19,23,15*,2*,41*,20,15*
38787,5000,87,100.00,19,23,15,2,41,20,15
38787,6000,87,100.00,19,23,15,2,41,20,15
38787,7000,87,100.00,19,23,15,2,41,20,15
38787,8000,87,100.00,19,23,15,2,41,20,15
38788,1000,ND,68.96,671*,3*,1*,115*,4*,4*,30*
38788,2000,ND,92.34,3*,3*,1*,1*,4,4,30*
38788,3000,8,95.98,3,3*,1*,1*,4,4,3*
38788,4000,8,97.94,3,3,1,1*,4,4,3*
38788,5000,8,99.90,3,3,1,1*,4,4,3
38788,6000,8,100.00,3,3,1,1,4,4,3
38788,7000,8,100.00,3,3,1,1,4,4,3
38788,8000,8,100.00,3,3,1,1,4,4,3
38789,1000,ND,45.98,528*,327*,325*,98*,355*,4*,908*
38789,2000,ND,81.67,3*,3*,244*,363*,355*,4*,908*
38789,3000,ND,96.82,3*,3,467*,1*,4*,4*,611*
38789,4000,ND,99.71,3,3,467*,1,4*,4,3*
38789,5000,ND,100.00,3,3,467,1,4,4,3
38789,6000,8,100.00,3,3,1,1,4,4,3
38789,7000,8,100.00,3,3,1,1,4,4,3
38789,8000,8,100.00,3,3,1,1,4,4,3
38790,1000,ND,79.45,90*,3*,538*,24*,671*,381*,3*
38790,2000,ND,93.85,3*,3*,1*,24*,465*,4,3*
38790,3000,ND,94.95,3,3*,1,24*,465*,4,3*
38790,4000,8,99.26,3,3*,1,1*,4*,4,3*
38790,5000,8,99.58,3,3*,1,1*,4*,4,3*
38790,6000,8,99.90,3,3,1,1,4*,4,3
38790,7000,8,100.00,3,3,1,1,4,4,3
38790,8000,8,100.00,3,3,1,1,4,4,3
38791,1000,ND,65.33,975*,47*,981*,26*,26*,32*,1045*
38791,2000,8123,84.45,10*,47*,981*,26*,26*,32*,2*
38791,3000,8123,98.49,10*,47,981,26*,26*,32*,2*
38791,4000,8123,99.29,10,47,981,26*,26*,32,2*
38791,5000,8123,99.97,10,47,981,26,26*,32,2
38791,6000,8123,99.97,10,47,981,26,26*,32,2
38791,7000,8123,100.00,10,47,981,26,26,32,2
38791,8000,8123,100.00,10,47,981,26,26,32,2
38792,1000,ND,71.28,581*,184*,596*,4*,12*,492*,29*
38792,2000,ND,90.34,581*,184*,1,4*,12*,735*,10
38792,3000,5,97.39,1*,4*,1,4*,12*,1,10
38792,4000,5,98.42,1*,4,1,4*,12*,1,10
38792,5000,5,100.00,1,4,1,4,12,1,10
38792,6000,5,100.00,1,4,1,4,12,1,10
38792,7000,5,100.00,1,4,1,4,12,1,10
38792,8000,5,100.00,1,4,1,4,12,1,10
38793,1000,ND,64.91,757*,1143*,1*,60*,790*,454*,948*
38793,2000,ND,87.70,283*,1165*,1,8*,551*,1*,1*
38793,3000,ND,97.84,283*,1*,1,8*,1*,774*,1*
38793,4000,188,99.39,3*,1*,1,8*,1*,1,1*
38793,5000,188,99.71,3*,1,1,8*,1*,1,1
38793,6000,188,100.00,3,1,1,8,1,1,1
38793,7000,188,100.00,3,1,1,8,1,1,1
38793,8000,188,100.00,3,1,1,8,1,1,1
38794,1000,ND,67.89,880*,35*,19*,"",890*,26*,39*
38794,2000,ND,91.13,880*,35*,19*,2*,20*,26*,39
38794,3000,ND,95.36,880*,35*,884*,2*,890*,26*,39
38794,4000,ND,99.36,3*,35*,19,2*,905*,26,39
38794,5000,ND,99.58,3*,35,19,2,905*,26,39
38794,6000,ND,99.58,3*,35,19,2,905*,26,39
38794,7000,ND,99.84,3*,35,19,2,905*,26,39
38794,8000,398,99.97,3*,35,19,2,20,26,39
38795,1000,ND,74.28,19*,955*,15*,636*,890*,20*,506*
38795,2000,8124,94.37,19*,23*,15*,636*,41*,20*,15*
38795,3000,8124,97.26,19,23,15*,636*,41*,20,15
38795,4000,8124,97.55,19,23,15,636,41*,20,15
38795,5000,8124,98.65,19,23,15,636,41*,20,15
38795,6000,8124,100.00,19,23,15,636,41,20,15
38795,7000,8124,100.00,19,23,15,636,41,20,15
38795,8000,8124,100.00,19,23,15,636,41,20,15
38796,1000,ND,70.06,3*,3*,388*,"",923*,616*,559*
38796,2000,ND,91.79,3*,3*,1*,85*,923*,4*,3*
38796,3000,ND,97.17,3*,3*,1*,85*,4*,4,3*
38796,4000,8,99.68,3,3*,1,1*,4,4,3
38796,5000,8,99.90,3,3*,1,1*,4,4,3
38796,6000,8,99.97,3,3,1,1*,4,4,3
38796,7000,8,100.00,3,3,1,1,4,4,3
38796,8000,8,100.00,3,3,1,1,4,4,3
38797,1000,ND,69.48,13*,13*,625*,1*,141*,11*,250*
38797,2000,ND,87.80,13*,13*,636*,1*,141*,34*,250*
38797,3000,2287,96.23,13,13,1*,1*,12*,11*,250*
38797,4000,15,99.32,13,13,1*,1,12*,11*,13*
38797,5000,15,99.94,13,13,1,1,12,11,13*
38797,6000,15,100.00,13,13,1,1,12,11,13
38797,7000,15,100.00,13,13,1,1,12,11,13
38797,8000,15,100.00,13,13,1,1,12,11,13
38798,1000,ND,76.07,619*,317*,240*,8*,150*,1*,995*
38798,2000,ND,92.44,468*,1*,240*,8*,150*,1*,681*
38798,3000,ND,97.84,444*,1,240*,8,1*,1,681*
38798,4000,ND,99.55,3,1,240*,8,1,1,1*
38798,5000,ND,99.55,3,1,240*,8,1,1,1*
38798,6000,188,99.61,3,1,1*,8,1,1,1*
38798,7000,188,99.65,3,1,1,8,1,1,1*
38798,8000,188,99.65,3,1,1,8,1,1,1*
38799,1000,ND,61.88,482*,1138*,695*,256*,30*,8*,6*
38799,2000,ND,84.96,7*,1004*,382*,5*,30*,8*,6*
38799,3000,ND,92.66,361*,1122*,1,5*,8*,8*,6*
38799,4000,8388,96.36,7*,1122*,1,5,8*,8*,6*
38799,5000,22,97.36,7*,6,1,5,8*,8*,6*
38799,6000,22,97.42,7*,6,1,5,8*,8,6*
38799,7000,22,97.59,7,6,1,5,8,8,6*
38799,8000,22,97.59,7,6,1,5,8,8,6*
38800,1000,ND,79.88,58*,807*,2*,219*,6*,613*,348*
38800,2000,ND,95.62,2*,2*,2*,2*,6*,3*,213*
38800,3000,ND,97.49,2,2*,2*,2,6*,3*,213*
38800,4000,ND,97.91,2,2,2*,2,6*,3,213*
38800,5000,ND,97.97,2,2,2*,2,6,3,213*
38800,6000,ND,98.00,2,2,2,2,6,3,213*
38800,7000,ND,98.04,2,2,2,2,6,3,213*
38800,8000,ND,98.04,2,2,2,2,6,3,213*
38801,1000,ND,61.33,13*,105*,109*,405*,12*,423*,735*
38801,2000,ND,88.94,13*,13*,334*,1*,12,11*,13*
38801,3000,ND,94.85,13*,13,334*,1*,12,11*,13*
38801,4000,15,98.04,13*,13,1,1,12,11*,13*
38801,5000,15,98.33,13,13,1,1,12,11*,13*
38801,6000,15,98.36,13,13,1,1,12,11*,13*
38801,7000,15,98.52,13,13,1,1,12,11,13*
38801,8000,15,98.52,13,13,1,1,12,11,13*
38802,1000,ND,73.70,782*,722*,801*,1*,4*,660*,924*
38802,2000,ND,90.99,825*,3*,871*,1*,4*,4,924*
38802,3000,ND,93.46,825*,3,1*,1,4*,4,924*
38802,4000,6856,96.23,3*,3,1*,1,4*,4,924*
38802,5000,6856,96.94,3*,3,1,1,4,4,924*
38802,6000,6856,97.33,3*,3,1,1,4,4,924*
38802,7000,6856,97.55,3*,3,1,1,4,4,924*
38802,8000,6856,97.68,3,3,1,1,4,4,924*
38803,1000,ND,75.19,897*,1128*,847*,254*,12*,1*,812*
38803,2000,ND,91.93,1*,1128*,467*,4*,12*,1*,10*
38803,3000,ND,95.17,1*,1128*,822*,4*,12,1*,1025*
38803,4000,ND,99.07,1,4*,643*,4,12,1,1025*
38803,5000,ND,99.42,1,4*,643*,4,12,1,1025*
38803,6000,ND,99.61,1,4*,1,4,12,1,1025*
38803,7000,ND,99.65,1,4*,1,4,12,1,1025*
38803,8000,ND,99.68,1,4,1,4,12,1,1025*
38804,1000,ND,72.27,440*,255*,374*,4*,12*,1,10*
38804,2000,ND,90.28,76*,4*,1*,4*,12*,1,10*
38804,3000,6837,97.68,70*,4,1*,4*,12,1,10*
38804,4000,5,99.58,1*,4,1*,4,12,1,10*
38804,5000,5,99.61,1*,4,1,4,12,1,10*
38804,6000,5,99.65,1,4,1,4,12,1,10*
38804,7000,5,99.65,1,4,1,4,12,1,10*
38804,8000,5,99.65,1,4,1,4,12,1,10*
38805,1000,ND,51.02,"",4*,275*,"",336*,1*,33*
38805,2000,ND,82.45,396*,4*,1*,484*,12*,1*,10*
38805,3000,ND,96.17,396*,4*,1,4*,12*,1*,1025*
38805,4000,ND,97.78,1*,4*,1,4*,12*,1*,1025*
38805,5000,ND,98.20,1,4,1,4*,12,1*,1025*
38805,6000,ND,99.65,1,4,1,4*,12,1,1025*
38805,7000,ND,99.65,1,4,1,4*,12,1,1025*
38805,8000,ND,99.68,1,4,1,4,12,1,1025*
38806,1000,ND,51.66,63*,13*,517*,"",906*,1*,99*
38806,2000,ND,78.98,606*,13,538*,428*,12*,11*,303*
38806,3000,ND,92.15,606*,13,1*,1*,12,11*,442*
38806,4000,ND,96.14,606*,13,489*,1*,12,11,442*
38806,5000,5386,96.81,606*,13,1*,1*,12,11,13*
38806,6000,5386,97.71,606,13,1,1,12,11,13*
38806,7000,5386,97.71,606,13,1,1,12,11,13*
38806,8000,5386,97.75,606,13,1,1,12,11,13*
38807,1000,ND,68.40,37*,85*,798*,1*,4*,426*,679*
38807,2000,ND,79.28,3*,85*,798*,1*,250*,4*,144*
38807,3000,ND,94.08,3,3*,798*,1*,4*,4,144*
38807,4000,ND,97.52,3,3*,627*,1*,4,4,144*
38807,5000,ND,97.88,3,3,126,1,4,4,144*
38807,6000,1257,97.88,3,3,1,1,4,4,144*
38807,7000,1257,97.91,3,3,1,1,4,4,144*
38807,8000,1257,97.91,3,3,1,1,4,4,144*
38808,1000,ND,78.40,394*,927*,474*,320*,12*,929*,10*
38808,2000,ND,93.17,1*,927*,474,4*,12*,643*,10
38808,3000,ND,97.10,1*,927*,1,4*,12*,1*,10
38808,4000,5,99.39,1,4*,1,4,12*,1*,10
38808,5000,5,99.90,1,4*,1,4,12*,1,10
38808,6000,5,100.00,1,4,1,4,12,1,10
38808,7000,5,100.00,1,4,1,4,12,1,10
38808,8000,5,100.00,1,4,1,4,12,1,10
38809,1000,ND,53.93,302*,345*,400*,1*,101*,656*,772*
38809,2000,ND,82.77,445*,732*,948*,1*,4*,370*,109*
38809,3000,ND,93.37,445*,3*,278*,1*,4,4*,109*
38809,4000,ND,97.94,3*,3*,278*,1*,4,4,109*
38809,5000,923,98.26,3,3,1*,1,4,4,109*
38809,6000,923,98.29,3,3,1*,1,4,4,109*
38809,7000,923,98.29,3,3,1*,1,4,4,109*
38809,8000,923,98.39,3,3,1*,1,4,4,109*
38810,1000,ND,70.90,"",14*,662*,513*,10*,74*,763*
38810,2000,45,96.17,10*,14*,8*,6,10*,3*,2*
38810,3000,ND,97.65,10*,14*,8*,6,10,3*,213*
38810,4000,ND,98.39,10,14,8*,6,10,3*,213*
38810,5000,ND,98.42,10,14,8,6,10,3*,213*
38810,6000,ND,98.49,10,14,8,6,10,3,213*
38810,7000,ND,98.49,10,14,8,6,10,3,213*
38810,8000,ND,98.49,10,14,8,6,10,3,213*
38811,1000,ND,74.25,2*,2*,142*,2*,586*,3*,342*
38811,2000,ND,93.82,2*,2*,2*,2,6*,3,1119*
38811,3000,ND,97.20,2,2*,2*,2,6,3,1119*
38811,4000,ND,97.65,2,2,2,2,6,3,1119*
38811,5000,ND,97.65,2,2,2,2,6,3,1119*
38811,6000,ND,97.71,2,2,2,2,6,3,730*
38811,7000,ND,97.71,2,2,2,2,6,3,730*
38811,8000,ND,97.71,2,2,2,2,6,3,730*
38812,1000,ND,71.59,944*,220*,1027*,1*,122*,4*,3*
38812,2000,ND,89.50,944*,3*,838*,1*,800*,4,3*
38812,3000,ND,95.52,3*,3,1*,1*,800*,4,3*
38812,4000,8,96.49,3*,3,1*,1*,4*,4,3*
38812,5000,923,97.07,3,3,1*,1,4*,4,109*
38812,6000,923,97.30,3,3,1,1,4,4,109*
38812,7000,923,97.30,3,3,1,1,4,4,109*
38812,8000,1257,97.49,3,3,1,1,4,4,144*
38813,1000,ND,43.57,147*,35*,221*,"",945*,827*,1040*
38813,2000,ND,94.20,3*,35,19*,2,20*,26*,84*
38813,3000,398,97.39,3,35,19,2,20*,26*,39*
38813,4000,398,97.87,3,35,19,2,20,26*,39*
38813,5000,398,98.07,3,35,19,2,20,26,39*
38813,6000,398,98.16,3,35,19,2,20,26,39*
38813,7000,398,98.16,3,35,19,2,20,26,39*
38813,8000,398,98.16,3,35,19,2,20,26,39*
38814,1000,ND,69.33,533*,196*,461*,654*,12*,1*,1034*
38814,2000,ND,90.44,623*,374*,1*,654*,707*,1*,1034*
38814,3000,8330,97.88,1*,4*,1,654*,12,1*,10*
38814,4000,5,99.07,1,4*,1,4*,12,1,10*
38814,5000,5,99.81,1,4*,1,4,12,1,10*
38814,6000,5,99.94,1,4*,1,4,12,1,10
38814,7000,5,100.00,1,4,1,4,12,1,10
38814,8000,5,100.00,1,4,1,4,12,1,10
38815,1000,ND,54.92,26*,157*,537*,"",537*,385*,254*
38815,2000,ND,88.63,3*,3*,450*,245*,282*,4*,254*
38815,3000,8,97.13,3*,3*,1*,1*,4*,4*,3*
38815,4000,8,99.07,3*,3,1*,1,4*,4,3*
38815,5000,8,99.65,3*,3,1,1,4*,4,3
38815,6000,8,99.90,3*,3,1,1,4,4,3
38815,7000,8,100.00,3,3,1,1,4,4,3
38815,8000,8,100.00,3,3,1,1,4,4,3
38816,1000,ND,76.07,3*,169*,48*,95*,306*,26*,128*
38816,2000,ND,86.72,3*,801*,19*,2*,306*,898*,39*
38816,3000,398,97.61,3,35*,19*,2*,20*,26*,39*
38816,4000,398,98.61,3,35*,19,2*,20*,26*,39*
38816,5000,398,99.94,3,35,19,2*,20,26*,39
38816,6000,398,100.00,3,35,19,2,20,26,39
38816,7000,398,100.00,3,35,19,2,20,26,39
38816,8000,398,100.00,3,35,19,2,20,26,39
38817,1000,ND,67.98,960*,1132*,584*,385*,337*,4*,""
38817,2000,ND,92.69,960*,1132*,211*,1*,4*,4*,845*
38817,3000,ND,98.16,3,1132*,1*,1,4*,4,845*
38817,4000,8125,99.94,3,1132*,1,1,4,4,3*
38817,5000,8125,100.00,3,1132,1,1,4,4,3
38817,6000,8125,100.00,3,1132,1,1,4,4,3
38817,7000,8125,100.00,3,1132,1,1,4,4,3
38817,8000,8125,100.00,3,1132,1,1,4,4,3
38818,1000,ND,57.01,346*,505*,174*,1*,502*,162*,1062*
38818,2000,ND,84.84,346*,1132*,1*,1*,502*,4*,564*
38818,3000,ND,92.24,346*,1132*,1*,1*,632*,4*,3
38818,4000,ND,98.07,566*,1132*,1,1,4*,4,3
38818,5000,8125,99.23,3*,1132*,1,1,4*,4,3
38818,6000,8125,99.97,3,1132*,1,1,4,4,3
38818,7000,8125,100.00,3,1132,1,1,4,4,3
38818,8000,8125,100.00,3,1132,1,1,4,4,3
38819,1000,ND,68.46,7*,345*,602*,8*,146*,4*,1062*
38819,2000,ND,92.67,7*,205*,387*,8,4*,93*,3*
38819,3000,72,97.81,1,4*,1*,8,4*,4*,3
38819,4000,72,99.32,1,4,1*,8,4*,4*,3
38819,5000,72,99.94,1,4,1,8,4*,4,3
38819,6000,72,100.00,1,4,1,8,4,4,3
38819,7000,72,100.00,1,4,1,8,4,4,3
38819,8000,72,100.00,1,4,1,8,4,4,3
38821,1000,ND,87.51,528*,35*,723*,2,20*,26*,39*
38821,2000,8475,96.39,377*,35*,19*,2,20*,26*,39
38821,3000,398,98.58,3*,35*,19*,2,20*,26*,39
38821,4000,398,99.58,3,35*,19*,2,20,26,39
38821,5000,398,99.68,3,35*,19,2,20,26,39
38821,6000,398,100.00,3,35,19,2,20,26,39
38821,7000,398,100.00,3,35,19,2,20,26,39
38821,8000,398,100.00,3,35,19,2,20,26,39
38822,1000,ND,63.91,661*,1095*,86*,197*,34*,508*,611*
38822,2000,ND,91.05,3*,3*,345*,1*,146*,4*,611*
38822,3000,8,97.75,3*,3*,1*,1,4,4*,3*
38822,4000,8,98.68,3,3,1*,1,4,4,3*
38822,5000,8,99.65,3,3,1,1,4,4,3*
38822,6000,8,100.00,3,3,1,1,4,4,3
38822,7000,8,100.00,3,3,1,1,4,4,3
38822,8000,8,100.00,3,3,1,1,4,4,3
38823,1000,ND,83.38,90*,76*,1*,1*,825*,4*,3*
38823,2000,8,98.00,3*,3*,1*,1,4*,4*,3*
38823,3000,8,99.58,3*,3,1,1,4,4*,3*
38823,4000,8,99.77,3*,3,1,1,4,4*,3*
38823,5000,8,100.00,3,3,1,1,4,4,3
38823,6000,8,100.00,3,3,1,1,4,4,3
38823,7000,8,100.00,3,3,1,1,4,4,3
38823,8000,8,100.00,3,3,1,1,4,4,3
38824,1000,ND,66.90,13*,555*,857*,255*,330*,11*,12*
