reads,sketch_id,shared_hashes,mlst,meca,pvl,scc,clindamycin,rifampicin,ciprofloxacin,vancomycin,tetracycline,mupirocin,gentamicin,trimethoprim,penicillin,methicillin,erythromycin,fusidicacid,pubmlst_id,resolution
7000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,38844,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,38844,1k
1000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38845,1k
2000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38845,1k
3000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38845,1k
4000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38845,1k
5000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38845,1k
6000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38845,1k
7000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38845,1k
8000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38845,1k
1000,-,-,ST36,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38847,1k
2000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38847,1k
3000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38847,1k
4000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38847,1k
5000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38847,1k
6000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38847,1k
7000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38847,1k
8000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38847,1k
1000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38848,1k
2000,-,-,ST15,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38848,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38848,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38848,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38848,1k
6000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38848,1k
7000,-,-,ST22,MRSA,PVL*,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,38848,1k
8000,-,-,ST8,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,38848,1k
1000,-,-,ST97,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38849,1k
2000,-,-,ST97,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38849,1k
3000,-,-,ST97,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38849,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38849,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38849,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38849,1k
7000,-,-,ST97,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38849,1k
8000,-,-,ST15,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38849,1k
1000,-,-,ST97,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38850,1k
2000,-,-,ST97,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38850,1k
3000,-,-,ST97,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38850,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38850,1k
5000,-,-,ST97,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,38850,1k
6000,-,-,ST97,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,38850,1k
7000,-,-,ST8,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,38850,1k
8000,-,-,ST239,MRSA,PVL*,-,R,S,S,S,R,S,S,S,R,R,R,S,38850,1k
1000,-,-,ST36,MSSA,PVL-,-,R,S,S,S,S,S,S,S,R,S,R,S,38851,1k
2000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,R,R,R,R,S,38851,1k
3000,-,-,ST36,MSSA,PVL-,-,R,S,R,S,S,S,S,S,R,S,R,S,38851,1k
4000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38851,1k
5000,-,-,ST30,MRSA,PVL-,-,R,S,S,S,S,S,S,S,R,R,R,S,38851,1k
6000,-,-,ST30,MRSA,PVL-,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,38851,1k
7000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,38851,1k
8000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38851,1k
1000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,38852,1k
2000,-,-,ST398,MRSA,PVL-,Vc,S,S,S,S,R,S,S,S,R,R,S,S,38852,1k
3000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38852,1k
4000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38852,1k
5000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,38852,1k
6000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38852,1k
7000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38852,1k
8000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38852,1k
1000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,S,S,38853,1k
2000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38853,1k
3000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,38853,1k
4000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38853,1k
5000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,38853,1k
6000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38853,1k
7000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38853,1k
8000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38853,1k
1000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38854,1k
2000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38854,1k
3000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38854,1k
4000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38854,1k
5000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38854,1k
6000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38854,1k
7000,-,-,ST45,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,38854,1k
8000,-,-,ST45,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,38854,1k
1000,-,-,ST398,MRSA,PVL-,Vc,S,S,S,S,R,S,S,S,R,R,S,S,38855,1k
2000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,38855,1k
3000,-,-,ST398,MRSA,PVL-,-,R,S,S,S,R,S,S,R,R,R,R,S,38855,1k
4000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38855,1k
5000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,38855,1k
6000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38855,1k
7000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38855,1k
8000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,38855,1k
1000,-,-,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39190,1k
2000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39190,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,39190,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39190,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39190,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39190,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39190,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39190,1k
1000,-,-,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39191,1k
2000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39191,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39191,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,R,R,S,S,S,S,S,R,R,R,R,39191,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39191,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39191,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39191,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,39191,1k
1000,-,-,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39192,1k
2000,-,-,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39192,1k
3000,-,-,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,R,R,R,R,R,R,S,39192,1k
4000,-,-,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39192,1k
5000,-,-,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39192,1k
6000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,39192,1k
7000,-,-,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39192,1k
8000,-,-,ST239,MRSA,PVL*,SCCmec-III,R,S,R,S,R,S,R,R,R,R,R,S,39192,1k
1000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39193,1k
2000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39193,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,R,R,S,S,S,S,S,R,R,R,S,39193,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,R,R,S,R,S,S,S,R,R,R,R,39193,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39193,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,39193,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39193,1k
8000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,39193,1k
1000,-,-,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,39194,1k
2000,-,-,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,39194,1k
3000,-,-,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,R,R,S,S,S,39194,1k
4000,-,-,ST121,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39194,1k
5000,-,-,ST123,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39194,1k
6000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,39194,1k
7000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,39194,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,39194,1k
1000,-,-,ST80,MRSA,PVL+,SCCmec-III,S,S,S,S,R,S,S,S,R,R,S,R,39195,1k
2000,-,-,ST80,MRSA,PVL+,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,39195,1k
3000,-,-,ST80,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,39195,1k
4000,-,-,ST80,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,39195,1k
5000,-,-,ST80,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,39195,1k
6000,-,-,ST80,MRSA,PVL*,SCCmec-IV,R,S,S,S,R,S,S,S,R,R,R,R,39195,1k
7000,-,-,ST80,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,R,39195,1k
8000,-,-,ST80,MRSA,PVL*,SCCmec-IV,R,S,S,S,R,S,S,S,R,R,R,R,39195,1k
1000,-,-,ST398,MRSA,PVL-,Vc,S,S,S,S,R,S,S,S,R,R,S,S,39196,1k
2000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,39196,1k
3000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,39196,1k
4000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,39196,1k
5000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,39196,1k
6000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,S,R,R,R,S,39196,1k
7000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,39196,1k
8000,-,-,ST398,MRSA,PVL-,Vc,R,S,S,S,R,S,S,R,R,R,R,S,39196,1k
1000,-,-,ST8,MRSA,PVL*,SCCmec-IV,S,S,S,S,R,S,S,S,R,R,S,S,39197,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39197,1k
3000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39197,1k
4000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39197,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39197,1k
6000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39197,1k
7000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,39197,1k
8000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39197,1k
1000,-,-,ST5,MRSA,PVL*,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,39198,1k
2000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,R,S,39198,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,39198,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,R,R,S,S,S,S,S,R,R,R,R,39198,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,R,S,S,S,S,S,R,R,S,S,39198,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39198,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39198,1k
8000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,R,R,S,R,S,S,S,R,R,R,R,39198,1k
1000,-,-,ST133,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,39200,1k
2000,-,-,ST133,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,S,39200,1k
3000,-,-,ST133,MSSA,PVL+,-,S,S,S,S,S,S,S,S,R,S,S,S,39200,1k
4000,-,-,ST5,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,39200,1k
5000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,39200,1k
6000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,39200,1k
7000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,39200,1k
8000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,39200,1k
1000,-,-,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39201,1k
2000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39201,1k
3000,-,-,ST5,MRSA,PVL*,-,R,S,S,S,S,S,S,S,R,R,R,S,39201,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39201,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39201,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39201,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39201,1k
8000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,39201,1k
1000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,R,R,R,S,S,39202,1k
2000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,R,R,R,R,S,39202,1k
3000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,R,R,R,S,S,39202,1k
4000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,39202,1k
5000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,R,39202,1k
6000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,39202,1k
7000,-,-,ST22,MRSA,PVL-,SCCmec-IV,R,S,R,S,S,S,S,S,R,R,R,S,39202,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,39202,1k
1000,-,-,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,39203,1k
2000,-,-,ST130,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,39203,1k
3000,-,-,ST130,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39203,1k
4000,-,-,ST121,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39203,1k
5000,-,-,ST121,MSSA,PVL+,-,S,S,S,S,S,S,S,R,R,S,S,S,39203,1k
6000,-,-,ST121,MSSA,PVL+,-,S,S,S,S,R,S,S,R,R,S,S,S,39203,1k
7000,-,-,ST22,MRSA,PVL-,-,R,S,R,S,S,S,S,S,R,R,R,S,39203,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,39203,1k
1000,-,-,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,39204,1k
2000,-,-,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,39204,1k
3000,-,-,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,39204,1k
4000,-,-,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,39204,1k
5000,-,-,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,39204,1k
6000,-,-,ST93,MRSA,PVL+,SCCmec-IV,S,S,S,S,S,S,S,S,R,R,S,S,39204,1k
7000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,39204,1k
8000,-,-,ST22,MRSA,PVL-,SCCmec-IV,S,S,R,S,S,S,S,S,R,R,S,S,39204,1k
1000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,R,R,R,R,S,39205,1k
2000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,R,R,R,R,S,39205,1k
3000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39205,1k
4000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,39205,1k
5000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39205,1k
6000,-,-,ST36,MRSA,PVL-,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39205,1k
7000,-,-,ST30,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,39205,1k
8000,-,-,ST36,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,39205,1k
1000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,39206,1k
2000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,39206,1k
3000,-,-,ST87,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,39206,1k
4000,-,-,ST87,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,39206,1k
5000,-,-,ST59,MSSA,PVL-,-,S,S,S,S,S,S,S,S,S,S,S,S,39206,1k
6000,-,-,ST22,MSSA,PVL-,-,S,S,S,S,S,S,S,S,R,S,S,S,39206,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,S,S,39206,1k
8000,-,-,ST25,MRSA,PVL*,SCCmec-IV,R,S,S,S,S,S,S,S,R,R,R,S,39206,1k
1000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,39207,1k
2000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,R,39207,1k
3000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,S,S,S,R,39207,1k
4000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39207,1k
5000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39207,1k
6000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39207,1k
7000,-,-,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,39207,1k
8000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39207,1k
1000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39208,1k
2000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,R,39208,1k
3000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39208,1k
4000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39208,1k
5000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39208,1k
6000,-,-,ST1,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39208,1k
7000,-,-,ST1,MSSA,PVL*,-,R,S,S,S,R,S,S,S,R,S,R,S,39208,1k
8000,-,-,ST1,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,39208,1k
1000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39209,1k
2000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39209,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39209,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,R,39209,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,39209,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,39209,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,39209,1k
8000,-,-,ST5,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,39209,1k
1000,-,-,ST225,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39210,1k
2000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39210,1k
3000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39210,1k
4000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,R,R,S,S,S,S,S,R,R,R,R,39210,1k
5000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,39210,1k
6000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,R,S,S,S,S,S,R,R,R,S,39210,1k
7000,-,-,ST5,MRSA,PVL*,SCCmec-II,R,S,S,S,S,S,S,S,R,R,R,S,39210,1k
8000,-,-,ST8,MRSA,PVL*,-,S,S,S,S,S,S,S,S,R,R,S,S,39210,1k
1000,-,-,ST8,MRSA,PVL*,SCCmec-II,S,S,S,S,S,S,S,S,R,R,R,S,39211,1k
2000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39211,1k
3000,-,-,ST8,MRSA,PVL*,-,R,S,R,S,S,S,S,S,R,R,R,S,39211,1k
4000,-,-,ST8,MSSA,PVL*,-,R,S,S,S,S,S,S,S,R,S,R,S,39211,1k
5000,-,-,ST8,MSSA,PVL*,-,S,S,S,S,S,S,S,S,R,S,S,S,39211,1k
